日期,代码,名称,阶段,信号,置信度,信号依据,触发时间,信号强度,备注,信号定性,wash_level,wash_reason,need_l2,位置,量价配合,量柱形态
2025-01-15,603662,柯力传感,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:55,弱信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率10.55%，前60日均值11.59%(有效)，|当日涨跌幅|0.29%<2.0% [第1章庄在散先，第23章日线近似]，环境=bear，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率10.55%，前60日均值11.59%(有效)，|当日涨跌幅|0.29%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价跌量缩,缩量柱
2025-01-16,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:55,无信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率11.86%，前60日均值11.63%(有效)，|当日涨跌幅|1.24%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率11.86%，前60日均值11.63%(有效)，|当日涨跌幅|1.24%<2.0% [第1章庄在散先，第23章日线近似],True,中位,量价齐升,普通量柱
2025-01-17,603662,柯力传感,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:55,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率11.70%，前60日均值11.72%(有效)，|当日涨跌幅|0.65%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率11.70%，前60日均值11.72%(有效)，|当日涨跌幅|0.65%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价升量缩,平量柱
2025-01-20,603662,柯力传感,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-21,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-01-22,603662,柯力传感,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-23,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-01-24,603662,柯力传感,拉升,拉升,0.4,量价形态,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2025-01-27,603662,柯力传感,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-05,603662,柯力传感,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-02-06,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-02-07,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率13.45%，前60日均值12.57%(有效)，|当日涨跌幅|0.31%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率13.45%，前60日均值12.57%(有效)，|当日涨跌幅|0.31%<2.0% [第1章庄在散先，第23章日线近似],True,高位,量价齐升,梯量柱
2025-02-10,603662,柯力传感,出货,出货,0.33,大盘共振,2026-09-19 20:23:55,弱信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率8.75%，前60日均值12.54%(有效)，|当日涨跌幅|1.07%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率8.75%，前60日均值12.54%(有效)，|当日涨跌幅|1.07%<2.0% [第1章庄在散先，第23章日线近似],True,高位,价跌量缩,缩量柱
2025-02-11,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率8.62%，前60日均值12.51%(有效)，|当日涨跌幅|1.58%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率8.62%，前60日均值12.51%(有效)，|当日涨跌幅|1.58%<2.0% [第1章庄在散先，第23章日线近似],True,高位,价升量缩,平量柱
2025-02-12,603662,柯力传感,出货,出货,0.33,大盘共振,2026-09-19 20:23:55,弱信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率7.48%，前60日均值12.48%(有效)，|当日涨跌幅|0.95%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率7.48%，前60日均值12.48%(有效)，|当日涨跌幅|0.95%<2.0% [第1章庄在散先，第23章日线近似],True,高位,价跌量缩,缩量柱
2025-02-13,603662,柯力传感,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-02-14,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-17,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-02-18,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,低量柱
2025-02-19,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,倍量柱
2025-02-20,603662,柯力传感,无明显迹象,无明显迹象,0.0,大盘共振,2026-09-19 20:23:55,无信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率10.14%，前60日均值12.54%(有效)，|当日涨跌幅|0.36%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率10.14%，前60日均值12.54%(有效)，|当日涨跌幅|0.36%<2.0% [第1章庄在散先，第23章日线近似],True,高位,价跌量缩,缩量柱
2025-02-21,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率8.31%，前60日均值12.54%(有效)，|当日涨跌幅|0.45%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率8.31%，前60日均值12.54%(有效)，|当日涨跌幅|0.45%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价跌量缩,缩量柱
2025-02-24,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-02-25,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+10.08% 当日-3.56% → 累计+0.06%（滞涨），量445102>1.5×20日均285129 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日+10.08% 当日-3.56% → 累计+0.06%（滞涨），量445102>1.5×20日均285129 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量增价跌,梯量柱
2025-02-26,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-3.56% 当日+2.50% → 累计-0.01%（滞涨），量469213>1.5×20日均293183 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日-3.56% 当日+2.50% → 累计-0.01%（滞涨），量469213>1.5×20日均293183 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,梯量柱
2025-02-27,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-02-28,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-03,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2025-03-04,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率7.16%，前60日均值12.66%(有效)，|当日涨跌幅|1.57%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率7.16%，前60日均值12.66%(有效)，|当日涨跌幅|1.57%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价升量缩,缩量柱
2025-03-05,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率5.59%，前60日均值12.58%(有效)，|当日涨跌幅|1.12%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率5.59%，前60日均值12.58%(有效)，|当日涨跌幅|1.12%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价升量缩,低量柱
2025-03-06,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-03-07,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率5.26%，前60日均值12.27%(有效)，|当日涨跌幅|1.16%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率5.26%，前60日均值12.27%(有效)，|当日涨跌幅|1.16%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价跌量缩,低量柱
